Eph 3:3	ὀλίγῳ,	A-DSM	A-DSM	3641	ὀλίγος	ὀλίγῳ	
Eph 3:4	πρὸς	PREP	PREP	4314	πρός	πρός	
Eph 3:4	ὃ	R-ASN	R-ASN	3739	ὅς	ὅ	
Eph 3:4	δύνασθε	V-PNI-2P	V-PNI-2P	1410&5736	δύναμαι	δύνασθε	
Eph 3:4	ἀναγινώσκοντες	V-PAP-NPM	V-PAP-NPM	314&5723	ἀναγινώσκω	ἀναγινώσκοντες	
Eph 3:4	νοῆσαι	V-AAN	V-AAN	3539&5658	νοέω	νοῆσαι	
Eph 3:4	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Eph 3:4	σύνεσίν	N-ASF	N-ASF	4907	σύνεσις	σύνεσιν	
Eph 3:4	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Eph 3:4	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:4	τῷ	T-DSN	T-DSN	3588	ὁ	τῷ	
Eph 3:4	μυστηρίῳ	N-DSN	N-DSN	3466	μυστήριον	μυστηρίῳ	
Eph 3:4	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Eph 3:4	Χριστοῦ,	N-GSM	N-GSM	5547	Χριστός	Χριστοῦ	
Eph 3:5	ὃ	R-NSN	R-NSN	3739	ὅς	ὅ	
Eph 3:5	ἑτέραις	A-DPF	A-DPF	2087	ἕτερος	ἑτέραις	
Eph 3:5	γενεαῖς	N-DPF	N-DPF	1074	γενεά	γενεαῖς	
Eph 3:5	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
Eph 3:5	ἐγνωρίσθη	V-API-3S	V-API-3S	1107&5681	γνωρίζω	ἐγνωρίσθη	
Eph 3:5	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Eph 3:5	υἱοῖς	N-DPM	N-DPM	5207	υἱός	υἱοῖς	
Eph 3:5	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Eph 3:5	ἀνθρώπων	N-GPM	N-GPM	444	ἄνθρωπος	ἀνθρώπων	
Eph 3:5	ὡς	ADV	ADV	5613	ὡς	ὡς	
Eph 3:5	νῦν	ADV	ADV	3568	νῦν	νῦν	
Eph 3:5	ἀπεκαλύφθη	V-API-3S	V-API-3S	601&5681	ἀποκαλύπτω	ἀπεκαλύφθη	
Eph 3:5	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Eph 3:5	ἁγίοις	A-DPM	A-DPM	40	ἅγιος	ἁγίοις	
Eph 3:5	ἀποστόλοις	N-DPM	N-DPM	652	ἀπόστολος	ἀποστόλοις	
Eph 3:5	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Eph 3:5	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:5	προφήταις	N-DPM	N-DPM	4396	προφήτης	προφήταις	
Eph 3:5	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:5	Πνεύματι,	N-DSN	N-DSN	4151	πνεῦμα	Πνεύματι	
Eph 3:6	εἶναι	V-PAN	V-PAN	1510&5721	εἰμί	εἶναι	
Eph 3:6	τὰ	T-APN	T-APN	3588	ὁ	τά	
Eph 3:6	ἔθνη	N-APN	N-APN	1484	ἔθνος	ἔθνη	
Eph 3:6	συνκληρονόμα	A-APN	A-APN	4789	συγκληρονόμος	συνκληρονόμα	
Eph 3:6	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:6	σύνσωμα	A-APN	A-APN	4954	σύσσωμος	σύνσωμα	
Eph 3:6	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:6	συνμέτοχα	A-APN	A-APN	4830	συμμέτοχος	συνμέτοχα	
Eph 3:6	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Eph 3:6	ἐπαγγελίας	N-GSF	N-GSF	1860	ἐπαγγελία	ἐπαγγελίας	
Eph 3:6	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:6	Χριστῷ	N-DSM	N-DSM	5547	Χριστός	Χριστῷ	
Eph 3:6	Ἰησοῦ	N-DSM	N-DSM	2424	Ἰησοῦς	Ἰησοῦ	
Eph 3:6	διὰ	PREP	PREP	1223	διά	διά	
Eph 3:6	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Eph 3:6	εὐαγγελίου,	N-GSN	N-GSN	2098	εὐαγγέλιον	εὐαγγελίου	
Eph 3:7	οὗ	R-GSN	R-GSN	3739	ὅς	οὗ	
Eph 3:7	ἐγενήθην	V-AOI-1S	V-AOI-1S	1096&5675	γίνομαι	ἐγενήθην	
Eph 3:7	διάκονος	N-NSM	N-NSM	1249	διάκονος	διάκονος	
Eph 3:7	κατὰ	PREP	PREP	2596	κατά	κατά	
Eph 3:7	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Eph 3:7	δωρεὰν	N-ASF	N-ASF	1431	δωρεά	δωρεάν	
Eph 3:7	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Eph 3:7	χάριτος	N-GSF	N-GSF	5485	χάρις	χάριτος	
Eph 3:7	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Eph 3:7	Θεοῦ	N-GSM	N-GSM	2316	θεός	Θεοῦ	
Eph 3:7	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Eph 3:7	δοθείσης	V-APP-GSF	V-AEP-GSF	1325&5685	δίδωμι	δοθείσης	
Eph 3:7	μοι	P-1DS	P-1DS	1473	ἐγώ	μοι	
Eph 3:7	κατὰ	PREP	PREP	2596	κατά	κατά	
Eph 3:7	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Eph 3:7	ἐνέργειαν	N-ASF	N-ASF	1753	ἐνέργεια	ἐνέργειαν	
Eph 3:7	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Eph 3:7	δυνάμεως	N-GSF	N-GSF	1411	δύναμις	δυνάμεως	
Eph 3:7	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Eph 3:8	ἐμοὶ	P-1DS	P-1DS	1473	ἐγώ	ἐμοί	
Eph 3:8	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Eph 3:8	ἐλαχιστοτέρῳ	A-DSM-C	A-DSM-C	1647	ἐλάχιστος	ἐλαχιστοτέρῳ	
Eph 3:8	πάντων	A-GPM	A-GPM	3956	πᾶς	πάντων	
Eph 3:8	ἁγίων	A-GPM	A-GPM	40	ἅγιος	ἁγίων	
Eph 3:8	ἐδόθη	V-API-3S	V-API-3S	1325&5681	δίδωμι	ἐδόθη	
Eph 3:8	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Eph 3:8	χάρις	N-NSF	N-NSF	5485	χάρις	χάρις	
Eph 3:8	αὕτη,	D-NSF	D-NSF	3778	οὗτος	αὕτη	
Eph 3:8	τοῖς	T-DPN	T-DPN	3588	ὁ	τοῖς	
Eph 3:8	ἔθνεσιν	N-DPN	N-DPN	1484	ἔθνος	ἔθνεσιν	
Eph 3:8	εὐαγγελίσασθαι	V-AMN	V-AMN	2097&5670	εὐαγγελίζω	εὐαγγελίσασθαι	
Eph 3:8	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
Eph 3:8	ἀνεξιχνίαστον	A-ASN	A-ASN	421	ἀνεξιχνίαστος	ἀνεξιχνίαστον	
Eph 3:8	πλοῦτος	N-ASN	N-ASN	4149	πλοῦτος	πλοῦτος	
Eph 3:8	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Eph 3:8	Χριστοῦ,	N-GSM	N-GSM	5547	Χριστός	Χριστοῦ	
Eph 3:9	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:9	φωτίσαι	V-AAN	V-AAN	5461&5658	φωτίζω	φωτίσαι	
Eph 3:9	τίς	I-NSF	I-NSF	5101	τίς	τίς	
Eph 3:9	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Eph 3:9	οἰκονομία	N-NSF	N-NSF	3622	οἰκονομία	οἰκονομία	
Eph 3:9	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Eph 3:9	μυστηρίου	N-GSN	N-GSN	3466	μυστήριον	μυστηρίου	
Eph 3:9	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Eph 3:9	ἀποκεκρυμμένου	V-RPP-GSN	V-REP-GSN	613&5772	ἀποκρύπτω	ἀποκεκρυμμένου	
Eph 3:9	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
Eph 3:9	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Eph 3:9	αἰώνων	N-GPM	N-GPM	165	αἰών	αἰώνων	
Eph 3:9	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:9	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Eph 3:9	Θεῷ	N-DSM	N-DSM	2316	θεός	Θεῷ	
Eph 3:9	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Eph 3:9	τὰ	T-APN	T-APN	3588	ὁ	τά	
Eph 3:9	πάντα	A-APN	A-APN	3956	πᾶς	πάντα	
Eph 3:9	κτίσαντι,	V-AAP-DSM	V-AAP-DSM	2936&5660	κτίζω	κτίσαντι	
Eph 3:10	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
Eph 3:10	γνωρισθῇ	V-APS-3S	V-APS-3S	1107&5686	γνωρίζω	γνωρισθῇ	
Eph 3:10	νῦν	ADV	ADV	3568	νῦν	νῦν	
Eph 3:10	ταῖς	T-DPF	T-DPF	3588	ὁ	ταῖς	
Eph 3:10	ἀρχαῖς	N-DPF	N-DPF	746	ἀρχή	ἀρχαῖς	
Eph 3:10	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:10	ταῖς	T-DPF	T-DPF	3588	ὁ	ταῖς	
Eph 3:10	ἐξουσίαις	N-DPF	N-DPF	1849	ἐξουσία	ἐξουσίαις	
Eph 3:10	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:10	τοῖς	T-DPN	T-DPN	3588	ὁ	τοῖς	
Eph 3:10	ἐπουρανίοις	A-DPN	A-DPN	2032	ἐπουράνιος	ἐπουρανίοις	
Eph 3:10	διὰ	PREP	PREP	1223	διά	διά	
Eph 3:10	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Eph 3:10	ἐκκλησίας	N-GSF	N-GSF	1577	ἐκκλησία	ἐκκλησίας	
Eph 3:10	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Eph 3:10	πολυποίκιλος	A-NSF	A-NSF	4182	πολυποίκιλος	πολυποίκιλος	
Eph 3:10	σοφία	N-NSF	N-NSF	4678	σοφία	σοφία	
Eph 3:10	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Eph 3:10	Θεοῦ,	N-GSM	N-GSM	2316	θεός	Θεοῦ	
Eph 3:11	κατὰ	PREP	PREP	2596	κατά	κατά	
Eph 3:11	πρόθεσιν	N-ASF	N-ASF	4286	πρόθεσις	πρόθεσιν	
Eph 3:11	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Eph 3:11	αἰώνων	N-GPM	N-GPM	165	αἰών	αἰώνων	
Eph 3:11	ἣν	R-ASF	R-ASF	3739	ὅς	ἥν	
Eph 3:11	ἐποίησεν	V-AAI-3S	V-AAI-3S	4160&5656	ποιέω	ἐποίησεν	
Eph 3:11	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:11	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Eph 3:11	Χριστῷ	N-DSM	N-DSM	5547	Χριστός	Χριστῷ	
Eph 3:11	Ἰησοῦ	N-DSM	N-DSM	2424	Ἰησοῦς	Ἰησοῦ	
Eph 3:11	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Eph 3:11	Κυρίῳ	N-DSM	N-DSM	2962	κύριος	Κυρίῳ	
Eph 3:11	ἡμῶν,	P-1GP	P-1GP	1473	ἐγώ	ἡμῶν	
Eph 3:12	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:12	ᾧ	R-DSM	R-DSM	3739	ὅς	ᾧ	
Eph 3:12	ἔχομεν	V-PAI-1P	V-PAI-1P	2192&5719	ἔχω	ἔχομεν	
Eph 3:12	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Eph 3:12	παρρησίαν	N-ASF	N-ASF	3954	παρρησία	παρρησίαν	
Eph 3:12	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:12	προσαγωγὴν	N-ASF	N-ASF	4318	προσαγωγή	προσαγωγήν	
Eph 3:12	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:12	πεποιθήσει	N-DSF	N-DSF	4006	πεποίθησις	πεποιθήσει	
Eph 3:12	διὰ	PREP	PREP	1223	διά	διά	
Eph 3:12	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Eph 3:12	πίστεως	N-GSF	N-GSF	4102	πίστις	πίστεως	
Eph 3:12	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Eph 3:13	διὸ	CONJ	CONJ	1352	διό	διό	
Eph 3:13	αἰτοῦμαι	V-PMI-1S	V-PEI-1S	154&5731	αἰτέω	αἰτοῦμαι	
Eph 3:13	μὴ	PRT-N	PRT-N	3361	μή	μή	
Eph 3:13	ἐνκακεῖν	V-PAN	V-PAN	1573&5721	ἐγκακέω	ἐνκακεῖν	
Eph 3:13	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:13	ταῖς	T-DPF	T-DPF	3588	ὁ	ταῖς	
Eph 3:13	θλίψεσίν	N-DPF	N-DPF	2347	θλῖψις	θλίψεσιν	
Eph 3:13	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Eph 3:13	ὑπὲρ	PREP	PREP	5228	ὑπέρ	ὑπέρ	
Eph 3:13	ὑμῶν,	P-2GP	P-2GP	4771	σύ	ὑμῶν	
Eph 3:13	ἥτις	R-NSF	R-NSF	3748	ὅστις	ἥτις	
Eph 3:13	ἐστὶν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστίν	
Eph 3:13	δόξα	N-NSF	N-NSF	1391	δόξα	δόξα	
Eph 3:13	ὑμῶν.	P-2GP	P-2GP	4771	σύ	ὑμῶν	
Eph 3:14	Τούτου	D-GSN	D-GSN	3778	οὗτος	Τούτου	
Eph 3:14	χάριν	PREP	PREP	5484	χάριν	χάριν	
Eph 3:14	κάμπτω	V-PAI-1S	V-PAI-1S	2578&5719	κάμπτω	κάμπτω	
Eph 3:14	τὰ	T-APN	T-APN	3588	ὁ	τά	
Eph 3:14	γόνατά	N-APN	N-APN	1119	γόνυ	γόνατα	
Eph 3:14	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Eph 3:14	πρὸς	PREP	PREP	4314	πρός	πρός	
Eph 3:14	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Eph 3:14	Πατέρα,	N-ASM	N-ASM	3962	πατήρ	Πατέρα	
Eph 3:15	ἐξ	PREP	PREP	1537	ἐκ	ἐξ	
Eph 3:15	οὗ	R-GSM	R-GSM	3739	ὅς	οὗ	
Eph 3:15	πᾶσα	A-NSF	A-NSF	3956	πᾶς	πᾶσα	
Eph 3:15	πατριὰ	N-NSF	N-NSF	3965	πατριά	πατριά	
Eph 3:15	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:15	οὐρανοῖς	N-DPM	N-DPM	3772	οὐρανός	οὐρανοῖς	
Eph 3:15	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:15	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
Eph 3:15	γῆς	N-GSF	N-GSF	1093	γῆ	γῆς	
Eph 3:15	ὀνομάζεται,	V-PPI-3S	V-PEI-3S	3687&5743	ὀνομάζω	ὀνομάζεται	
Eph 3:16	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
Eph 3:16	δῷ	V-2AAS-3S	V-2AAS-3S	1325&5632	δίδωμι	δῷ	
Eph 3:16	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
Eph 3:16	κατὰ	PREP	PREP	2596	κατά	κατά	
Eph 3:16	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
Eph 3:16	πλοῦτος	N-ASN	N-ASN	4149	πλοῦτος	πλοῦτος	
Eph 3:16	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Eph 3:16	δόξης	N-GSF	N-GSF	1391	δόξα	δόξης	
Eph 3:16	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Eph 3:16	δυνάμει	N-DSF	N-DSF	1411	δύναμις	δυνάμει	
Eph 3:16	κραταιωθῆναι	V-APN	V-AEN	2901&5683	κραταιόω	κραταιωθῆναι	
Eph 3:16	διὰ	PREP	PREP	1223	διά	διά	
Eph 3:16	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Eph 3:16	Πνεύματος	N-GSN	N-GSN	4151	πνεῦμα	Πνεύματος	
Eph 3:16	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Eph 3:16	εἰς	PREP	PREP	1519	εἰς	εἰς	
Eph 3:16	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Eph 3:16	ἔσω	ADV	ADV	2080	ἔσω	ἔσω	
Eph 3:16	ἄνθρωπον,	N-ASM	N-ASM	444	ἄνθρωπος	ἄνθρωπον	
Eph 3:17	κατοικῆσαι	V-AAN	V-AAN	2730&5658	κατοικέω	κατοικῆσαι	
Eph 3:17	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Eph 3:17	Χριστὸν	N-ASM	N-ASM	5547	Χριστός	Χριστόν	
Eph 3:17	διὰ	PREP	PREP	1223	διά	διά	
Eph 3:17	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Eph 3:17	πίστεως	N-GSF	N-GSF	4102	πίστις	πίστεως	
Eph 3:17	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:17	ταῖς	T-DPF	T-DPF	3588	ὁ	ταῖς	
Eph 3:17	καρδίαις	N-DPF	N-DPF	2588	καρδία	καρδίαις	
Eph 3:17	ὑμῶν,	P-2GP	P-2GP	4771	σύ	ὑμῶν	
Eph 3:17	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:17	ἀγάπῃ	N-DSF	N-DSF	26	ἀγάπη	ἀγάπῃ	
Eph 3:17	ἐρριζωμένοι	V-RPP-NPM	V-REP-NPM	4492&5772	ῥιζόω	ἐρριζωμένοι	
Eph 3:17	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:17	τεθεμελιωμένοι,	V-RPP-NPM	V-REP-NPM	2311&5772	θεμελιόω	τεθεμελιωμένοι	
Eph 3:18	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
Eph 3:18	ἐξισχύσητε	V-AAS-2P	V-AAS-2P	1840&5661	ἐξισχύω	ἐξισχύσητε	
Eph 3:18	καταλαβέσθαι	V-2AMN	V-2AMN	2638&5641	καταλαμβάνω	καταλαβέσθαι	
Eph 3:18	σὺν	PREP	PREP	4862	σύν	σύν	
Eph 3:18	πᾶσιν	A-DPM	A-DPM	3956	πᾶς	πᾶσιν	
Eph 3:18	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Eph 3:18	ἁγίοις	A-DPM	A-DPM	40	ἅγιος	ἁγίοις	
Eph 3:18	τί	I-NSN	I-NSN	5101	τίς	τί	
Eph 3:18	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
Eph 3:18	πλάτος	N-NSN	N-NSN	4114	πλάτος	πλάτος	
Eph 3:18	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:18	μῆκος	N-NSN	N-NSN	3372	μῆκος	μῆκος	
Eph 3:18	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:18	ὕψος	N-NSN	N-NSN	5311	ὕψος	ὕψος	
Eph 3:18	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:18	βάθος,	N-NSN	N-NSN	899	βάθος	βάθος	
Eph 3:19	γνῶναί	V-2AAN	V-2AAN	1097&5629	γινώσκω	γνῶναι	
Eph 3:19	τε	PRT	PRT	5037	τέ	τε	
Eph 3:19	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Eph 3:19	ὑπερβάλλουσαν	V-PAP-ASF	V-PAP-ASF	5235&5723	ὑπερβάλλω	ὑπερβάλλουσαν	
Eph 3:19	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Eph 3:19	γνώσεως	N-GSF	N-GSF	1108	γνῶσις	γνώσεως	
Eph 3:19	ἀγάπην	N-ASF	N-ASF	26	ἀγάπη	ἀγάπην	
Eph 3:19	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Eph 3:19	Χριστοῦ,	N-GSM	N-GSM	5547	Χριστός	Χριστοῦ	
Eph 3:19	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
Eph 3:19	πληρωθῆτε	V-APS-2P	V-APS-2P	4137&5686	πληρόω	πληρωθῆτε	
Eph 3:19	εἰς	PREP	PREP	1519	εἰς	εἰς	
Eph 3:19	πᾶν	A-ASN	A-ASN	3956	πᾶς	πᾶν	
Eph 3:19	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
Eph 3:19	πλήρωμα	N-ASN	N-ASN	4138	πλήρωμα	πλήρωμα	
Eph 3:19	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Eph 3:19	Θεοῦ.	N-GSM	N-GSM	2316	θεός	Θεοῦ	
Eph 3:20	Τῷ	T-DSM	T-DSM	3588	ὁ	Τῷ	
Eph 3:20	δὲ	CONJ	CONJ	1161	δέ	δέ	
Eph 3:20	δυναμένῳ	V-PNP-DSM	V-PNP-DSM	1410&5740	δύναμαι	δυναμένῳ	
Eph 3:20	ὑπὲρ	PREP	PREP	5228	ὑπέρ	ὑπέρ	
Eph 3:20	πάντα	A-APN	A-APN	3956	πᾶς	πάντα	
Eph 3:20	ποιῆσαι	V-AAN	V-AAN	4160&5658	ποιέω	ποιῆσαι	
Eph 3:20	ὑπερεκπερισσοῦ	ADV	ADV	05228&1537	ὑπερεκπερισσοῦ	ὑπερεκπερισσοῦ	
Eph 3:20	ὧν	R-GPN	R-GPN	3739	ὅς	ὧν	
Eph 3:20	αἰτούμεθα	V-PMI-1P	V-PEI-1P	154&5731	αἰτέω	αἰτούμεθα	
Eph 3:20	ἢ	PRT	PRT	2228	ἤ	ἤ	
Eph 3:20	νοοῦμεν	V-PAI-1P	V-PAI-1P	3539&5719	νοέω	νοοῦμεν	
Eph 3:20	κατὰ	PREP	PREP	2596	κατά	κατά	
Eph 3:20	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Eph 3:20	δύναμιν	N-ASF	N-ASF	1411	δύναμις	δύναμιν	
Eph 3:20	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Eph 3:20	ἐνεργουμένην	V-PMP-ASF	V-PEP-ASF	1754&5734	ἐνεργέω	ἐνεργουμένην	
Eph 3:20	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:20	ἡμῖν,	P-1DP	P-1DP	1473	ἐγώ	ἡμῖν	
Eph 3:21	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Eph 3:21	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Eph 3:21	δόξα	N-NSF	N-NSF	1391	δόξα	δόξα	
Eph 3:21	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:21	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Eph 3:21	ἐκκλησίᾳ	N-DSF	N-DSF	1577	ἐκκλησία	ἐκκλησίᾳ	
Eph 3:21	καὶ	CONJ	CONJ	2532	καί	καί	
Eph 3:21	ἐν	PREP	PREP	1722	ἐν	ἐν	
Eph 3:21	Χριστῷ	N-DSM	N-DSM	5547	Χριστός	Χριστῷ	
Eph 3:21	Ἰησοῦ	N-DSM	N-DSM	2424	Ἰησοῦς	Ἰησοῦ	
Eph 3:21	εἰς	PREP	PREP	1519	εἰς	εἰς	
Eph 3:21	πάσας	A-APF	A-APF	3956	πᾶς	πάσας	
Eph 3:21	τὰς	T-APF	T-APF	3588	ὁ	τάς	
Eph 3:21	γενεὰς	N-APF	N-APF	1074	γενεά	γενεάς	
Eph 3:21	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Eph 3:21	αἰῶνος	N-GSM	N-GSM	165	αἰών	αἰῶνος	
